route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
373,3,31595,SEKAPARK,19:00,0,,911,0,0
373,3,31596,SEKAPARK,19:10,0,,911,0,0
373,3,31597,SEKAPARK,19:20,0,,911,0,0
373,3,31598,SEKAPARK,19:30,0,,911,0,0
373,3,31599,SEKAPARK,19:40,0,,911,0,0
373,3,31600,SEKAPARK,19:50,0,,911,0,0
373,3,31601,SEKAPARK,20:00,0,,911,0,0
373,3,31602,SEKAPARK,20:10,0,,911,0,0
373,3,31603,SEKAPARK,20:20,0,,911,0,0
373,3,31604,SEKAPARK,20:30,0,,911,0,0
373,3,31605,SEKAPARK,20:40,0,,911,0,0
373,3,31606,SEKAPARK,20:50,0,,911,0,0
373,3,31607,SEKAPARK,21:00,0,,911,0,0
373,3,31608,SEKAPARK,21:10,0,,911,0,0
373,3,31609,SEKAPARK,21:20,0,,911,0,0
373,3,31610,SEKAPARK,21:30,0,,911,0,0
373,3,31611,SEKAPARK,21:40,0,,911,0,0
373,3,31612,SEKAPARK,21:50,0,,911,0,0
373,3,31613,SEKAPARK,22:00,0,,911,0,0
373,3,31614,SEKAPARK,22:15,0,,911,0,0
373,3,31615,SEKAPARK,22:30,0,,911,0,0
373,3,31616,SEKAPARK,22:45,0,,911,0,0
373,3,31617,SEKAPARK,23:00,0,,911,0,0
373,3,31618,SEKAPARK,23:15,0,,911,0,0
373,3,31619,SEKAPARK,23:30,0,,911,0,0
373,3,31620,SEKAPARK,23:45,0,,911,0,0
373,3,31621,SEKAPARK,00:00,0,,911,0,0
373,1,31622,OTOGAR,09:45,1,,912,0,0
373,1,31623,OTOGAR,11:30,1,,912,0,0
373,1,31624,OTOGAR,13:30,1,,912,0,0
373,1,31625,OTOGAR,15:30,1,,912,0,0
373,1,31626,OTOGAR,17:30,1,,912,0,0
373,1,31627,OTOGAR,19:30,1,,912,0,0
373,1,31628,OTOGAR,21:45,1,,912,0,0
373,2,31629,OTOGAR,09:45,1,,912,0,0
373,2,31630,OTOGAR,11:30,1,,912,0,0
373,2,31631,OTOGAR,13:30,1,,912,0,0
373,2,31632,OTOGAR,15:30,1,,912,0,0
373,2,31633,OTOGAR,17:30,1,,912,0,0
373,2,31634,OTOGAR,19:30,1,,912,0,0
373,2,31635,OTOGAR,21:45,1,,912,0,0
373,3,31667,OTOGAR,09:45,1,,912,0,0
373,3,31668,OTOGAR,11:30,1,,912,0,0
373,3,31669,OTOGAR,13:30,1,,912,0,0
373,3,31670,OTOGAR,15:30,1,,912,0,0
373,3,31671,OTOGAR,17:30,1,,912,0,0
373,3,31672,OTOGAR,19:30,1,,912,0,0
373,3,31673,OTOGAR,21:45,1,,912,0,0
373,3,31674,OTOGAR,07:00,1,,912,0,0
373,1,62640,OTOGAR,06:30,1,,912,0,0
373,1,62641,OTOGAR,06:40,1,,912,0,0
373,1,62642,OTOGAR,06:50,1,,912,0,0
373,1,62643,OTOGAR,07:00,1,,912,0,0
373,1,62644,OTOGAR,07:10,1,,912,0,0
373,1,62645,OTOGAR,07:20,1,,912,0,0
373,1,62646,OTOGAR,07:30,1,,912,0,0
373,1,62647,OTOGAR,07:37,1,,912,0,0
373,1,62648,OTOGAR,07:45,1,,912,0,0
373,1,62649,OTOGAR,07:52,1,,912,0,0
373,1,62650,OTOGAR,08:00,1,,912,0,0
373,1,62651,OTOGAR,08:06,1,,912,0,0
373,1,62652,OTOGAR,08:12,1,,912,0,0
373,1,62653,OTOGAR,08:18,1,,912,0,0
373,1,62654,OTOGAR,08:24,1,,912,0,0
373,1,62655,OTOGAR,08:30,1,,912,0,0
373,1,62656,OTOGAR,08:36,1,,912,0,0
373,1,62657,OTOGAR,08:42,1,,912,0,0
373,1,62658,OTOGAR,08:48,1,,912,0,0
373,1,62659,OTOGAR,08:54,1,,912,0,0
373,1,62660,OTOGAR,09:00,1,,912,0,0
373,1,62661,OTOGAR,09:10,1,,912,0,0
373,1,62662,OTOGAR,09:20,1,,912,0,0
373,1,62663,OTOGAR,09:30,1,,912,0,0
373,1,62664,OTOGAR,09:40,1,,912,0,0
373,1,62665,OTOGAR,09:50,1,,912,0,0
373,1,62666,OTOGAR,10:00,1,,912,0,0
373,1,62667,OTOGAR,10:10,1,,912,0,0
373,1,62668,OTOGAR,10:20,1,,912,0,0
373,1,62669,OTOGAR,10:30,1,,912,0,0
373,1,62670,OTOGAR,10:40,1,,912,0,0
373,1,62671,OTOGAR,10:50,1,,912,0,0
373,1,62672,OTOGAR,11:00,1,,912,0,0
373,1,62673,OTOGAR,11:10,1,,912,0,0
373,1,62674,OTOGAR,11:20,1,,912,0,0
373,1,62675,OTOGAR,11:30,1,,912,0,0
373,1,62676,OTOGAR,11:40,1,,912,0,0
373,1,62677,OTOGAR,11:50,1,,912,0,0
373,1,62678,OTOGAR,12:00,1,,912,0,0
373,1,62679,OTOGAR,12:10,1,,912,0,0
373,1,62680,OTOGAR,12:20,1,,912,0,0
373,1,62681,OTOGAR,12:30,1,,912,0,0
373,1,62682,OTOGAR,12:40,1,,912,0,0
373,1,62683,OTOGAR,12:50,1,,912,0,0
373,1,62684,OTOGAR,13:00,1,,912,0,0
373,1,62685,OTOGAR,13:10,1,,912,0,0
373,1,62686,OTOGAR,13:20,1,,912,0,0
373,1,62687,OTOGAR,13:30,1,,912,0,0
373,1,62688,OTOGAR,13:40,1,,912,0,0
373,1,62689,OTOGAR,13:50,1,,912,0,0
373,1,62690,OTOGAR,14:00,1,,912,0,0
373,1,62691,OTOGAR,14:10,1,,912,0,0
373,1,62692,OTOGAR,14:20,1,,912,0,0
373,1,62693,OTOGAR,14:30,1,,912,0,0
373,1,62694,OTOGAR,14:40,1,,912,0,0
373,1,62695,OTOGAR,14:50,1,,912,0,0
373,1,62696,OTOGAR,15:00,1,,912,0,0
373,1,62697,OTOGAR,15:10,1,,912,0,0
373,1,62698,OTOGAR,15:20,1,,912,0,0
373,1,62699,OTOGAR,15:30,1,,912,0,0
373,1,62700,OTOGAR,15:37,1,,912,0,0
373,1,62701,OTOGAR,15:45,1,,912,0,0
373,1,62702,OTOGAR,15:52,1,,912,0,0
373,1,62703,OTOGAR,16:00,1,,912,0,0
373,1,62704,OTOGAR,16:07,1,,912,0,0
373,1,62705,OTOGAR,16:15,1,,912,0,0
373,1,62706,OTOGAR,16:22,1,,912,0,0
373,1,62707,OTOGAR,16:30,1,,912,0,0
373,1,62708,OTOGAR,16:36,1,,912,0,0
373,1,62709,OTOGAR,16:42,1,,912,0,0
373,1,62710,OTOGAR,16:48,1,,912,0,0
373,1,62711,OTOGAR,16:54,1,,912,0,0
373,1,62712,OTOGAR,17:00,1,,912,0,0
373,1,62713,OTOGAR,17:06,1,,912,0,0
373,1,62714,OTOGAR,17:12,1,,912,0,0
373,1,62715,OTOGAR,17:18,1,,912,0,0
373,1,62716,OTOGAR,17:24,1,,912,0,0
373,1,62717,OTOGAR,17:30,1,,912,0,0
373,1,62718,OTOGAR,17:36,1,,912,0,0
373,1,62719,OTOGAR,17:42,1,,912,0,0
373,1,62720,OTOGAR,17:48,1,,912,0,0
373,1,62721,OTOGAR,17:54,1,,912,0,0
373,1,62722,OTOGAR,18:00,1,,912,0,0
373,1,62723,OTOGAR,18:07,1,,912,0,0
